Row #,Food,Glycemic Load,Diabetic Carb Choices,Serving Size grams,serving oz,Avail. Carb per serving,Reformat GI(Col C) for calculation
1470,Instant Mashed potato,,,,,,
1471,Instant (France),,,,,,74
1472,Instant (Canada),,,,,,80
1473,Instant (Edgell's Potato Whip; Edgell's; Australia),,,,,,86
1474,Instant (Carnation Foods Co. Ltd.; Manitoba; Canada),,,,,,86
1475,Instant (Canada),,,,,,88
1476,Instant mashed potato (Idahoan Foods; Lewisville; ID; USA),,,,,,97
1477,mean of six studies,17,1.3,150,5.29,20,85
1478,Mashed potato,,,,,,
1479,Type NS8 (Canada),,,,,,67
1480,Type NS8 (South Africa),,,,,,71
1481,Type NS8 (France),,,,,,83
1482,mean of three studies,14.8,1.3,150,5.29,20,74
1483,Prince Edward Island; peeled; cubed; boiled 15 min; mashed (Canada),13.1,1.2,150,5.29,18,73
1484,Pontiac; peeled; cubed; boiled 15 min; mashed (Australia),18.2,1.3,150,5.29,20,91
1485,Microwaved potato,,,,,,
1486,Pontiac; peeled and microwave on high for 6-7.5 min (Australia),14.2,1.2,150,5.29,18,79
1487,Type NS8; microwaved (USA),27.1,2.2,150,5.29,33,82
1488,New Potato,,,,,,
1489,New (Canada),,,,,,47
1490,New (Canada),,,,,,54
1491,New (Canada),,,,,,70
1492,mean of three studies,12,1.4,150,5.29,21,57
1493,New; unpeeled and boiled 20 min (Australia),16.4,1.4,150,5.29,21,78
1494,Steamed potato,,,,,,
1495,Potato; peeled; steamed 1 h (Solanum Tuberosum) (India)11,17.6,1.8,150,5.29,27,65
1496,Potato dumplings (white wheat flour; white potatoes; boiled in salted water (Italy)),23.4,3,150,5.29,45,52
1497,Sweet potato,,,,,,
1498,Sweet potato; Ipomoea batatas (Australia),11,1.7,150,5.29,25,44
1499,Sweet potato; NS8 (Canada),16.3,2.3,150,5.29,34,48
1500,Sweet potato; peeled; cubed; boiled in salted water 15 min (Canada),17.7,2,150,5.29,30,59
1501,Sweet potato; kumara (New Zealand),19.3,1.7,150,5.29,25,77
1502,Sweet potato; kumara (New Zealand),19.5,1.7,150,5.29,25,78
1503,mean of five studies,17.1,1.9,150,5.29,28,61
1504,Swede,,,,,,
1505,Swede (rutabaga) (Canada)6,7.2,0.7,150,5.29,10,72
1506,Tapioca,,,,,,
1507,Tapioca boiled with milk (General Mills Canada Inc.; Etobicoke; Canada),14.6,1.2,250,8.82,18,81
1508,Tapioca (Manihot Utilissima); steamed 1 h (India)11,12.6,1.2,250,8.82,18,70
1509,Taro,,,,,,
1510,Taro (Colocasia esculenta) peeled; boiled (Australia),,,,,,54
1511,Taro; peeled; boiled (New Zealand),,,,,,56
1512,mean of two studies,4.4,0.5,150,5.29,8,55
1513,Yam,,,,,,
1514,Yam; peeled; boiled (New Zealand),,,,,,25
1515,Yam; peeled; boiled (New Zealand),,,,,,35
1516,Yam (Canada),,,,,,51
1517,mean of three studies,13.3,2.4,150,5.29,36,37
1519,INDIGENOUS OR TRADITIONAL FOODS OF DIFFERENT ETHNIC GROUPS,,,,,,
1520,AFRICAN,,,,,,
1521,Brown beans (South Africa),6,1.7,50 (dry),1.76,25,24
1522,Cassava; boiled; with salt (Kenya),12.4,1.8,100,3.53,27,46
1523,Ga kenkey; prepared from fermented cornmeal (Zea mays) (Ghana)31,1.6,0.9,150,5.29,13,12
1524,Gari; roasted cassava dough (Manihot utilissima) (Ghana)31,15.1,1.8,100,3.53,27,56
1525,Gram dhal (South Africa),1.5,1.9,50 (dry),1.76,29,5
1526,Maize meal porridge; unrefined; maize-meal:water = 1:3 (South Africa),25.6,2.4,50 (dry),1.76,36,71
1527,Maize meal porridge; refined; maize-meal:water = 1:3 (South Africa),29.6,2.7,50 (dry),1.76,40,74
1528,Maize meal porridge/gruel (Kenya),41.4,2.5,50 (dry),1.76,38,109
1529,M'fino/Morogo; wild greens (South Africa),34,3.3,120,4.23,50,68
1530,Millet flour porridge/gruel (Kenya),,,,,,107
1531,Unripe plantain (Musa paradisiaca) (Ghana)31,13.6,2.3,120 (raw),4.23,34,40
1532,Yam (Dyscoria species) (Ghana)31,23.8,2.4,150,5.29,36,66
1533,ARABIC AND TURKISH,,,,,,
1534,Hoummous (chickpea salad dip),0.3,0.3,30,1.06,5,6
1535,Kibbeh saynieh (made with lamb and burghul),9.2,1,120,4.23,15,61
1536,Lebanese bread (white; unleaved); hoummous; falafel and tabbouleh,38.7,3,120,4.23,45,86
1537,Majadra (Syrian; lentils and rice),9.8,2.7,250,8.82,41,24
1538,Moroccan Couscous (stew of semolina; chickpeas; vegetables),16.8,1.9,250,8.82,29,58
1539,Stuffed Grapevine Leaves (rice and lamb stuffing with tomato sauce),4.5,1,100,3.53,15,30
1540,Tarhana soup (wheat flour; yoghurt; tomato; green pepper),,,,,,20
1541,Turkish bread; white wheat flour,14.8,1.1,30,1.06,17,87
1542,Turkish bread; whole wheat,7.8,1.1,30,1.06,16,49
1543,Turkish noodle soup,0.1,0.6,250,8.82,9,1
1544,ASIAN,,,,,,
1545,Broken rice; white; cooked in rice cooker (Lion foods; Bangkok; Thailand),37,2.9,150,5.29,43,86
1546,Butter rice; warm white rice and butter (Japan),40.3,3.4,150,5.29,51,79
1547,Curry rice (Japan),40.9,4.1,150,5.29,61,67
1548,Curry rice with cheese (Japan),27,3.3,150,5.29,49,55
1549,Glutinous rice; white; cooked in rice cooker (Bangsue Chia Meng Rice Co.; Bangkok; Thailand),31.4,2.1,150,5.29,32,98
1550,Glutinous rice NS8 (Esubi Shokuhin; Japan),55.9,4.3,150,5.29,65,86
1551,Mean of two studies,44.2,3.2,150,5.29,48,92
1552,Glutinous rice ball with cut glutinous cake (mochi) (Japan),13.4,1.9,75,2.65,28,48
1553,Glutinous rice cake with dried sea algae (Japan),32.4,2.6,75,2.65,39,83
1554,Glutaminous rice flour; instant; served warm with roasted ground soybean (Japan),26.7,2.7,100,3.53,41,65
1555,Jasmine rice; white; cooked in rice cooker (Golden World Foods; Bangkok; Thailand),45.8,2.8,150,5.29,42,109
1556,Low-protein white rice with dried sea algae (Japan),42,4,150,5.29,60,70
1557,Lungkow beanthread (National Cereals; Oils & Foodstuffs; Qingdao & Guangdong; China),11.7,3,180,6.35,45,26
1558,Lychee; canned in syrup; drained (Narcissus brand; China),15.8,1.3,120,4.23,20,79
1559,Mung bean noodles; dried; boiled (China),17.6,3,180,6.35,45,39
1560,Non-glutaminous rice flour; served warm with drink (Yamato Nousan; Japan),34,3.3,100,3.53,50,68
1561,Rice cracker; plain (Sakada; Japan),22.8,1.7,30,1.06,25,91
1562,Rice gruel with dried algae (Satou Co Ltd.; Japan),15.4,1.3,250,8.82,19,81
1563,Rice noodles; dried; boiled (Thai World; Bangkok; Thailand),23.8,2.6,180,6.35,39,61
1564,Rice noodles; fresh; boiled (Sydney; NSW; Australia),15.6,2.6,180,6.35,39,40
1565,Rice vermicelli; Kongmoon (National Cereals; China),22.6,2.6,180,6.35,39,58
1566,Roasted rice ball (Satou Co Ltd.; Japan),20.8,1.8,75,2.65,27,77
1567,Salted rice ball (Satou Co Ltd.; Japan),20.8,1.7,75,2.65,26,80
1568,Soba noodles; instant; reheated in hot water; served with soup (Japan),22.5,3.3,180,6.35,49,46
1569,Stirfried vegetables; chicken and rice; home made (Australia),54.8,5,360,12.7,75,73
1570,Sushi; salmon ('I Love Sushi' chain store; Sydney; NSW; Australia)6,17.3,2.4,100,3.53,36,48
1571,Sushi; roasted sea algae; vinegar and rice (Japan),20.4,2.5,100,3.53,37,55
1572,Mean of two studies,19.2,2.5,100,3.53,37,52
1573,Udon noodles; fresh; reheated (Fantastic; Windsor Gardens; SA; Australia)6,29.8,3.2,180,6.35,48,62
1574,Udon noodles; instant; with sauce and fried bean curd (Nishin Shokuhin; Japan),22.6,3.1,180,6.35,47,48
1575,Mean of two studies,26.4,3.2,180,6.35,48,55
1576,White rice; dried sea algae and milk; eaten together (Japan),,,,,,57
1577,White rice; dried sea algae and milk (milk eaten before rice) (Japan),,,,,,56
1578,White rice; dried sea algae and milk (milk eaten after rice) (Japan),,,,,,55
1579,Mean of three types,26.3,3.1,300,10.58,47,56
1580,White rice with dried fish strip (okaka) (Japan),39.5,3.3,150,5.29,50,79
1581,White rice with fermented soybean (natto) (Japan),24.1,2.9,150,5.29,43,56
1582,White rice with instant miso soup (soybean paste soup) (Japan),28.7,3.1,150,5.29,47,61
1583,White rice with low-fat milk (Japan),32.4,3.1,300,10.58,47,69
1584,White rice and non-sugar yoghurt (yoghurt eaten before rice) (Japan),,,,,,59
1585,White rice and non-sugar yoghurt eaten together (Japan),,,,,,58
1586,Mean of two types,18.9,2.1,150,5.29,32,59
1587,White rice with pickled vinegar and cucumber (pickled food eaten before rice) (Japan),,,,,,63
1588,White rice with pickled vinegar and cucumber (pickled food eaten with rice) (Japan),,,,,,61
1589,Mean of two types,26.7,2.9,150,5.29,43,62
1590,White rice topped with raw egg and soy sauce (Japan),25.9,2.4,150,5.29,36,72
1591,White rice with roasted ground soybean (Japan),28.6,3.4,150,5.29,51,56
1592,White rice with salted dried plum (umeboshi) (Japan),39.2,3.3,150,5.29,49,80
1593,White rice with sea algae rolled in sheet of toasted sea algae (Japan),39.3,3.4,150,5.29,51,77
1594,ASIAN INDIAN,,,,,,
1595,Amaranth; Amaranthus esculentum; popped; eaten with milk and non-nutritive sweetener,18.4,1.3,30,1.06,19,97
1597,Bajra (Penniseteum typhoideum);eaten as roasted bread made from bajra flour,,,,,,55
1598,Bajra (Penniseteum typhoideum),,,,,,49
1599,Bajra (Penniseteum typhoideum),,,,,,67
1600,Mean of three studies,28.5,3.3,75 (dry),2.65,50,57
1601,Banana; (Musa sapientum); Nendra variety; unripe; steamed 1 h 11,31.5,3,120,4.23,45,70
1602,Barley (Hordeum vulgare),,,,,,48
1603,Barley (Hordeum vulgare),,,,,,37
1604,Mean in two groups of subjects,15.9,2.5,150,5.29,37,43
1605,Bengal gram dhal; chickpea,4,2.4,150,5.29,36,11
1606,Black gram; (Phaseolus mungo); soaked 12 h; stored moist 24 h; steamed 1 h 11,7.7,1.2,150,5.29,18,43
1607,Chapatti,,,,,,
1608,Chapatti; amaranth-wheat (25:75) composite flour; served with bottle gourd and tomato curry,19.8,2,60,2.12,30,66
1609,Chapatti; amaranth-wheat (50:50) composite flour; served with bottle gourd amd tomato curry,22.8,2,60,2.12,30,76
1610,Chapatti; baisen,,,,,,27
1611,Chapatti; bajra,,,,,,67
1612,Chapatti; bajra,,,,,,49
1613,Mean in two groups of subjects,,,,,,58
1614,Chapatti; barley,,,,,,37
1615,Chapatti; barley,,,,,,48
1616,Mean in two groups of subjects,,,,,,42
1617,Chapatti; maize; (Zea mays),,,,,,64
1618,Chapatti; maize; (Zea mays),,,,,,59
1619,Mean in two groups of subjects,,,,,,62
1620,Chapatti; wheat; served with bottle gourd and tomato curry,21.1,2.1,60,2.12,32,66
1621,Chapatti; flour from malted wheat; moth bean (Phaseolus aconitifolius)and bengal gram (Cicer arietinum),25.1,2.5,60,2.12,38,66
1623,Chapatti; flour made from popped wheat; moth bean and bengal gram,14.4,2.4,60,2.12,36,40
1624,Chapatti; flour from roller dried wheat; moth bean and bengal gram,22.8,2.5,60,2.12,38,60
1625,Chapatti; wheat flour; thin; with green gram (Phaseolus aureus) dhal,40.5,3.3,200,7.05,50,81
1626,Chapatti; wheat flour; thin; with green gram (Phaseolus aureus) dhal,22,3.3,200,7.05,50,44
1627,Mean in two groups of subjects,31.5,3.3,200,7.05,50,63
1628,Cheela (thin savoury pancake made from legume flour batter),,,,,,
1629,Cheela; bengal gram (Cicer arietinum),11.8,1.9,150,5.29,28,42
1630,Cheela; bengal gram (Cicer arietinum); fermented batter,10.1,1.9,150,5.29,28,36
1631,Cheela; green gram (Phaseolus aureus),11.7,1.7,150,5.29,26,45
1632,Cheela; green gram (Phaseolus aureus); fermented batter,9.9,1.7,150,5.29,26,38
1633,Dhokla; leavened; fermented; steamed cake; dehusked chickpea and wheat semolina,,,,,,35
1634,Dhokla; leavened; fermented; steamed cake; dehusked chickpea and wheat semolina,,,,,,31
1635,Mean in two groups of subjects,6.6,1.3,100,3.53,20,33
1636,Dosai (parboiled and raw rice; soaked; ground; fermented and fried) with chutney,30,2.6,150,5.29,39,77
1637,Dosai (parboiled and raw rice; soaked; ground; fermented and fried) with chutney,21.5,2.6,150,5.29,39,55
1638,Mean in two groups of subjects,25.7,2.6,150,5.29,39,66
1639,Green gram; (Phaseolus aureus); soaked 12 h; stored moist 24 h; steamed 1 h 11,6.5,1.1,150,5.29,17,38
1640,Green gram; whole with varagu (Paspalum scorbiculatum); pressure cooked,28.5,3.3,80 (dry),2.82,50,57
1641,Green gram dhal with varagu (Paspalum scorbiculatum); pressure cooked,39,3.3,78 (dry),2.75,50,78
1642,Horse gram; (Dolichos biflorus) soaked 12 h; stored moist 24 h; steamed 1 h 11,14.8,1.9,150,5.29,29,51
1643,Idli (parboiled and raw rice + black dhal; soaked; ground; fermented; steamed) with chutney,40,3.5,250,8.82,52,77
1644,Idli (parboiled and raw rice + black dhal; soaked; ground; fermented; steamed) with chutney,31.2,3.5,250,8.82,52,60
1645,Mean in two groups of subjects,35.9,3.5,250,8.82,52,69
1646,Jowar; roasted bread made from Jowar flour (Sorghum vulgare),38.5,3.3,70 (dry),2.47,50,77
1647,Laddu (popped amaranth; foxtail millet; roasted legume powder; fenugreek seeds) in hot sweet syrup,,,,,,24
1649,Laddu (popped amaranth; foxtail millet; roasted legume powder; fenugreek seeds) in hot sweet syrup,,,,,,29
1651,Mean in two groups of subjects,8.4,2.1,50,1.76,31,27
1652,Lentil and cauliflower curry with rice (Australia),30.6,3.4,360,12.7,51,60
1653,Millet/Ragi; (Eleucine coracana); dehusked; soaked 12 h; stored moist 24 h; steamed 1 h 11,23.1,2.3,150,5.29,34,68
1654,Millet/Ragi (Eleucine coracana)11,42,3.3,70 (dry),2.47,50,84
1655,Millet/Ragi (Eleucine coracana) flour eaten as roasted bread,52,3.3,70 (dry),2.47,50,104
1656,mean of two studies,,,,,,94
1657,Pongal (rice and roasted green gram dhal; pressure cooked),,,,,,90
1658,Pongal (rice and roasted green gram dhal; pressure cooked),,,,,,45
1659,Mean in two groups of subjects,35.4,3.5,250,8.82,52,68
1660,Poori (deep-fried wheat flour dough) with potato palya (mashed potato),,,,,,82
1661,Poori (deep-fried wheat flour dough) with potato palya (mashed potato),,,,,,57
1662,Mean in two groups of subjects,28.7,2.7,150,5.29,41,70
1663,Rajmah; Phaseolus vulgaris,5.7,2,150,5.29,30,19
1664,Rice; (Oryza Sativa) boiled served with bottle gourd and tomato curry,26.2,2.5,150,5.29,38,69
1665,Semolina,,,,,,
1666,Semolina (Triticum aestivum); steamed,27.5,3.3,67 (dry),2.36,50,55
1667,Semolina (Triticum aestivum); pre-roasted,38,3.3,67 (dry),2.36,50,76
1668,Semolina (Triticum aestivum) with fermented black gram dhal (Phaseolus mungo),23,3.3,71 (dry),2.5,50,46
1669,Semolina (Triticum aestivum) with fermented green gram dhal (Phaseolus aureus),31,3.3,71 (dry),2.5,50,62
1670,Semolina (Triticum aestivum) with fermented bengal gram dhal (Cicer arietum),27,3.3,71 (dry),2.5,50,54
1671,Tapioca (Manihot utilissima); steamed 1h11,12.6,1.2,250,8.82,18,70
1672,Varagu (Paspalum scorbiculatum); pressure cooked 15lb 12-15 min,34,3.3,76 (dry),2.68,50,68
1673,Upittu (roasted semolina and onions; cooked in water),,,,,,67
1674,Upittu (roasted semolina and onions; cooked in water),,,,,,69
1675,Mean in two groups of subjects,28.6,2.8,150,5.29,42,68
1676,Uppuma kedgeree (millet; legumes; fenugreek seeds; roasted and cooked in water),,,,,,18
1677,Uppuma kedgeree (millet; legumes; fenugreek seeds; roasted and cooked in water),,,,,,19
1678,Mean in two groups of subjects,5.9,2.2,150,5.29,33,18
1679,AUSTRALIAN ABORIGINAL,,,,,,
1680,Acacia aneura; mulga seed; roasted; wet ground to paste6,1.4,1.1,50,1.76,17,8
1681,Acacia coriacea; desert oak;seed bread6,11,1.6,75,2.65,24,46
1682,Araucaria bidwillii; bunya tree nut; baked 10 min6,7.5,1.1,50,1.76,16,47
1683,Bush honey; sugar bag6,10.8,1.7,30,1.06,25,43
1684,Castanospermum australe; blackbean seed; sliced; soaked 1 wk; pounded and baked6,0.7,0.6,50,1.76,9,8
1685,Dioscorea bulbifera; cheeky yam; peeled; sliced; soaked 2 d; baked 15 min6,12.3,2.4,150,5.29,36,34
1686,Macrozamia communis; cycad palm seed; sliced; soaked 1 wk; pounded; baked6,10,1.7,50,1.76,25,40
1687,PACIFIC ISLANDERS,,,,,,
1688,Breadfruit (Artocarpus altilis) (Australia)6,18.4,1.8,120,4.23,27,68
1689,Banana/plantain; green,,,,,,
1690,Green banana; boiled (New Zealand),8,1.4,120,4.23,21,38
1691,Sweet Potato,,,,,,
1692,Sweet potato; Ipomoea batatas (Australia),11,1.7,150,5.29,25,44
1693,Sweet potato; kumara (New Zealand),19.3,1.7,150,5.29,25,77
1694,Sweet potato; kumara (New Zealand),19.5,1.7,150,5.29,25,78
1695,mean of three studies,18.5,1.9,150,5.29,28,66
1696,Taro,,,,,,
1697,Taro (Colocasia esculenta) peeled; boiled (Australia),,,,,,54
1698,Taro; peeled; boiled (New Zealand),,,,,,56
1699,mean of two studies,4.4,0.5,150,5.29,8,55
1700,Yam,,,,,,
1701,Yam; peeled; boiled (New Zealand),,,,,,25
1702,Yam; peeled; boiled (New Zealand),,,,,,35
1703,mean of two groups of subjects,10.8,2.4,150,5.29,36,30
1704,ISRAELI,,,,,,
1705,Melawach (dough made from white wheat flour and butter; fried),,,,,,61
1706,Melawach,,,,,,71
1707,mean of two studies,35,3.5,115,4.06,53,66
1708,Melawach + 15 g locust bean (Ceratonia siliqua) fiber (soluble),16.4,3.5,130,4.59,53,31
1709,Melawach + 15 g maize cob fiber (insoluble),31.3,3.5,130,4.59,53,59
1710,Melawach + 15 g lupin (Lupinus albus) fiber,38.2,3.5,130,4.59,53,72
1711,PIMA INDIAN,,,,,,
1712,Acorns; stewed with venison (Quercus emoryi)6,1,0.4,100,3.53,6,16
1713,Cactus jam (Stenocereus thurberi),18.2,1.3,30,1.06,20,91
1714,Corn hominy (Zea mays)6,12,2,150,5.29,30,40
1715,Fruit Leather (Stenocereus thurberi),16.8,1.6,30,1.06,24,70
1716,Lima beans broth (Phaseolus lunatus)6,11.5,2.1,250,8.82,32,36
1717,Mesquite cakes (Prosopis velutina)6,1,0.3,60,2.12,4,25
1718,Tortilla (Zea mays and Olneya tesota),9.5,1.7,60,2.12,25,38
1719,White teparies broth (Phaseolus acutifolius)6,9.9,2.1,250,8.82,32,31
1720,Yellow teparies broth (Phaseolus acutifolius)6,7.5,1.7,250,8.82,26,29
1721,SOUTH AMERICAN,,,,,,
1722,Arepa; corn bread cake; made with corn flour (Mexico),31,2.9,100,3.53,43,72
1723,Arepa; made from ordinary dehulled dent corn flour (25% amylose) 9; 34,34.8,2.9,100,3.53,43,81
1724,Arepa; made from dehulled high-amylose (70%) corn flour 9; 34,11,1.7,100,3.53,25,44
1725,Black Beans,6.9,1.5,150,5.29,23,30
1726,Brown Beans,9.5,1.7,150,5.29,25,38
1727,Corn tortilla (Mexican),12.5,1.6,50,1.76,24,52
1728,Corn tortilla; served with refried mashed pinto beans and tomato sauce (Mexican),9,1.5,100,3.53,23,39
1729,Corn tortilla; fried; with mashed potato; fresh tomato and lettuce (Mexican),11.7,1,100,3.53,15,78
1730,Nopal (prickly pear cactus),0.4,0.4,100,3.53,6,7
1731,Pinto beans; boiled in salted water,3.5,1.7,150,5.29,25,14
1732,Wheat tortilla (Mexican),7.8,1.7,50,1.76,26,30
1733,Wheat tortilla; served with refried pinto beans and tomato sauce (Mexican),5,1.2,100,3.53,18,28
